,alpha,density,Run,half_time,percolation_system,segregation_coefficient,stopping_step,total_avg_cluster_size,size,pop_weights,homophily,fixed_areas_pc,cluster_threshold,stopping_threshold,stats,server
208,0.97,0.96,208,1.0,True,0.7633182222222221,15,234.9,25,"(0.6, 0.4)",5,0.0,4,5,True,False
209,0.97,0.96,209,1.9440826318062068,True,0.7388835555555555,31,244.53333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
210,0.97,0.97,210,1.0,True,0.7998382222222222,25,231.79999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
211,0.97,0.97,211,1.1924794464813377,True,0.7110364444444444,25,203.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
212,0.97,0.97,212,1.0,True,0.7480675555555555,20,260.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
213,0.97,0.97,213,1.0,True,0.7909991111111111,24,140.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
214,0.97,0.97,214,1.0,True,0.735576888888889,39,250.13333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
215,0.97,0.98,215,1.295587525892791,True,0.8075608888888889,17,276.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
216,0.97,0.98,216,1.252333678071825,True,0.7597244444444444,20,144.23333333333335,25,"(0.6, 0.4)",5,0.0,4,5,True,False
217,0.97,0.98,217,1.0,True,0.7863368888888889,17,272.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
218,0.97,0.98,218,1.0,True,0.7090497777777778,19,121.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
219,0.97,0.98,219,1.6777822520509413,True,0.8870471111111111,22,207.89999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
220,0.97,0.99,220,1.5287939445765621,True,0.7417422222222222,27,172.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
221,0.97,0.99,221,1.0,True,0.6269279999999999,24,249.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
222,0.97,0.99,222,1.1744224916477393,True,0.8020888888888889,25,269.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
223,0.97,0.99,223,1.136312655778563,True,0.7142204444444444,19,160.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
224,0.97,0.99,224,1.0,True,0.8161422222222222,23,211.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
225,0.98,0.85,225,1.2969971625472079,False,0.22881866666666667,15,44.62,25,"(0.6, 0.4)",5,0.0,4,5,True,False
226,0.98,0.85,226,1.0,True,0.4445564444444444,30,99.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
227,0.98,0.85,227,1.4498111851198896,False,0.3186951111111111,20,74.36,25,"(0.6, 0.4)",5,0.0,4,5,True,False
228,0.98,0.85,228,1.0,True,0.37162844444444443,25,55.209999999999994,25,"(0.6, 0.4)",5,0.0,4,5,True,False
229,0.98,0.85,229,1.0,True,0.541392,23,115.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
230,0.98,0.86,230,1.0,True,0.4537982222222222,39,88.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
231,0.98,0.86,231,1.3161259423324976,False,0.31999377777777777,21,79.5,25,"(0.6, 0.4)",5,0.0,4,5,True,False
232,0.98,0.86,232,1.09078796442579,True,0.5650417777777778,17,124.85000000000001,25,"(0.6, 0.4)",5,0.0,4,5,True,False
233,0.98,0.86,233,1.341568248238175,False,0.2727093333333333,16,61.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
234,0.98,0.86,234,1.130837414911014,True,0.4368835555555556,36,102.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
235,0.98,0.87,235,1.0,True,0.4981688888888889,21,207.56,25,"(0.6, 0.4)",5,0.0,4,5,True,False
236,0.98,0.87,236,1.0,True,0.40072088888888885,17,195.15,25,"(0.6, 0.4)",5,0.0,4,5,True,False
237,0.98,0.87,237,1.0,True,0.4847315555555556,27,217.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
238,0.98,0.87,238,1.4224244602724516,True,0.6619777777777778,17,132.9,25,"(0.6, 0.4)",5,0.0,4,5,True,False
239,0.98,0.87,239,1.0,True,0.4158168888888889,24,108.10000000000001,25,"(0.6, 0.4)",5,0.0,4,5,True,False
240,0.98,0.88,240,1.2890768771477115,True,0.38460177777777776,22,136.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
241,0.98,0.88,241,1.6484130802971562,True,0.45309866666666665,29,107.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
242,0.98,0.88,242,1.9824618833757257,True,0.43405422222222223,18,206.73333333333335,25,"(0.6, 0.4)",5,0.0,4,5,True,False
243,0.98,0.88,243,3.032898686521369,True,0.5396426666666667,38,107.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
244,0.98,0.88,244,1.0,True,0.4755377777777777,21,102.60000000000001,25,"(0.6, 0.4)",5,0.0,4,5,True,False
245,0.98,0.89,245,1.149944168408912,True,0.5712862222222223,23,183.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
246,0.98,0.89,246,1.0,True,0.6093057777777777,30,145.10000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
247,0.98,0.89,247,1.0,True,0.5465244444444444,28,123.96666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
248,0.98,0.89,248,1.0,True,0.6368551111111111,28,143.3,25,"(0.6, 0.4)",5,0.0,4,5,True,False
249,0.98,0.89,249,1.0,False,0.4068551111111111,20,109.08,25,"(0.6, 0.4)",5,0.0,4,5,True,False
250,0.98,0.9,250,1.0,True,0.4918382222222222,21,128.13333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
251,0.98,0.9,251,1.1549678003099257,True,0.604744,26,182.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
252,0.98,0.9,252,1.0,True,0.6337582222222222,20,92.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
253,0.98,0.9,253,1.0,True,0.4087822222222222,22,90.15,25,"(0.6, 0.4)",5,0.0,4,5,True,False
254,0.98,0.9,254,1.0,True,0.43125777777777774,22,106.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
255,0.98,0.9099999999999999,255,1.0,True,0.6178915555555555,27,137.1,25,"(0.6, 0.4)",5,0.0,4,5,True,False
256,0.98,0.9099999999999999,256,1.27761583982323,True,0.6814515555555556,23,109.19999999999999,25,"(0.6, 0.4)",5,0.0,4,5,True,False
257,0.98,0.9099999999999999,257,1.925161975646337,True,0.5352168888888889,21,118.5,25,"(0.6, 0.4)",5,0.0,4,5,True,False
258,0.98,0.9099999999999999,258,1.0,True,0.34435377777777776,22,120.39999999999999,25,"(0.6, 0.4)",5,0.0,4,5,True,False
259,0.98,0.9099999999999999,259,1.0,True,0.5867031111111112,17,77.3,25,"(0.6, 0.4)",5,0.0,4,5,True,False
260,0.98,0.9199999999999999,260,1.984377526412777,True,0.6948168888888888,21,193.3,25,"(0.6, 0.4)",5,0.0,4,5,True,False
261,0.98,0.9199999999999999,261,1.3888365833827652,True,0.893448,20,296.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
262,0.98,0.9199999999999999,262,1.0090913055564283,True,0.5507751111111111,20,127.80000000000001,25,"(0.6, 0.4)",5,0.0,4,5,True,False
263,0.98,0.9199999999999999,263,1.6523964141057266,True,0.5767982222222222,21,242.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
264,0.98,0.9199999999999999,264,1.0,True,0.6180355555555556,33,235.26666666666665,25,"(0.6, 0.4)",5,0.0,4,5,True,False
265,0.98,0.9299999999999999,265,1.0,True,0.586856,18,233.04,25,"(0.6, 0.4)",5,0.0,4,5,True,False
266,0.98,0.9299999999999999,266,1.0,True,0.6229457777777778,39,128.76666666666665,25,"(0.6, 0.4)",5,0.0,4,5,True,False
267,0.98,0.9299999999999999,267,1.0,True,0.654536,16,88.3,25,"(0.6, 0.4)",5,0.0,4,5,True,False
268,0.98,0.9299999999999999,268,1.1307242850060417,True,0.49427377777777776,15,121.5,25,"(0.6, 0.4)",5,0.0,4,5,True,False
269,0.98,0.9299999999999999,269,1.353690924634658,True,0.5757555555555556,37,229.73333333333332,25,"(0.6, 0.4)",5,0.0,4,5,True,False
270,0.98,0.94,270,1.1486777141954039,True,0.646096,21,245.33333333333334,25,"(0.6, 0.4)",5,0.0,4,5,True,False
271,0.98,0.94,271,1.0,True,0.7310897777777777,19,197.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
272,0.98,0.94,272,1.0,True,0.7964382222222222,20,239.13333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
273,0.98,0.94,273,1.0,True,0.6464017777777777,18,102.06666666666666,25,"(0.6, 0.4)",5,0.0,4,5,True,False
274,0.98,0.94,274,1.0,True,0.6577528888888888,29,237.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
275,0.98,0.95,275,1.1058704235694459,True,0.7744177777777778,22,150.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
276,0.98,0.95,276,1.0,True,0.6192648888888889,45,251.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
277,0.98,0.95,277,1.8388843222508895,True,0.712208,23,245.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
278,0.98,0.95,278,1.3933175859178664,True,0.5740995555555555,22,225.60000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
279,0.98,0.95,279,1.3416789715834163,True,0.566927111111111,19,133.46666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
280,0.98,0.96,280,1.164964553038764,True,0.7441288888888888,29,139.33333333333331,25,"(0.6, 0.4)",5,0.0,4,5,True,False
281,0.98,0.96,281,1.0,True,0.7904071111111111,24,121.39999999999999,25,"(0.6, 0.4)",5,0.0,4,5,True,False
282,0.98,0.96,282,1.0786104944474577,True,0.6154382222222222,37,243.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
283,0.98,0.96,283,1.2939503238877768,True,0.6255342222222222,22,240.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
284,0.98,0.96,284,1.8723404094685963,True,0.6864008888888888,34,253.60000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
285,0.98,0.97,285,1.057156653650807,True,0.6940195555555555,19,254.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
286,0.98,0.97,286,1.9642836454254458,True,0.6217902222222222,30,241.32,25,"(0.6, 0.4)",5,0.0,4,5,True,False
287,0.98,0.97,287,1.0087184679006271,True,0.7225502222222222,15,247.73333333333332,25,"(0.6, 0.4)",5,0.0,4,5,True,False
288,0.98,0.97,288,1.0098212006522749,True,0.553712,20,227.48000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
289,0.98,0.97,289,1.395051656757068,True,0.65928,23,240.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
290,0.98,0.98,290,4.91826935409983,True,0.8892568888888889,44,279.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
291,0.98,0.98,291,1.0,True,0.7318648888888888,25,207.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
292,0.98,0.98,292,2.0393351459271662,True,0.7581368888888889,26,251.26666666666668,25,"(0.6, 0.4)",5,0.0,4,5,True,False
293,0.98,0.98,293,2.2343994406490677,True,0.753415111111111,35,121.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
294,0.98,0.98,294,1.0527935300808706,True,0.7332328888888888,23,254.86666666666665,25,"(0.6, 0.4)",5,0.0,4,5,True,False
295,0.98,0.99,295,1.0,True,0.73312,26,209.5,25,"(0.6, 0.4)",5,0.0,4,5,True,False
296,0.98,0.99,296,1.7194501606324604,True,0.7197875555555555,20,250.29999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
297,0.98,0.99,297,1.0,True,0.6946275555555556,26,242.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
298,0.98,0.99,298,2.114140423945338,True,0.8211235555555556,24,274.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
299,0.98,0.99,299,2.2055398961865644,True,0.8257475555555556,21,274.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
300,0.99,0.85,300,1.068737620071717,True,0.45145688888888885,30,207.66666666666666,25,"(0.6, 0.4)",5,0.0,4,5,True,False
301,0.99,0.85,301,1.0,True,0.4167448888888889,25,109.69999999999999,25,"(0.6, 0.4)",5,0.0,4,5,True,False
302,0.99,0.85,302,2.5340731753939285,True,0.450864,26,198.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
303,0.99,0.85,303,1.0,False,0.36669066666666666,19,69.05,25,"(0.6, 0.4)",5,0.0,4,5,True,False
304,0.99,0.85,304,1.0,True,0.4365662222222222,36,108.03333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
305,0.99,0.86,305,2.079121250109183,True,0.4596497777777777,24,110.9,25,"(0.6, 0.4)",5,0.0,4,5,True,False
306,0.99,0.86,306,1.158321305205719,True,0.3337946666666667,26,45.78571428571429,25,"(0.6, 0.4)",5,0.0,4,5,True,False
307,0.99,0.86,307,1.0,True,0.5403848888888889,26,77.16,25,"(0.6, 0.4)",5,0.0,4,5,True,False
308,0.99,0.86,308,1.505798533819989,True,0.4286204444444444,18,77.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
309,0.99,0.86,309,1.0,False,0.33362933333333333,18,85.13333333333334,25,"(0.6, 0.4)",5,0.0,4,5,True,False
310,0.99,0.87,310,1.3332849751308349,False,0.372208,22,64.75,25,"(0.6, 0.4)",5,0.0,4,5,True,False
311,0.99,0.87,311,1.1648178939153884,True,0.3609102222222222,30,98.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
312,0.99,0.87,312,1.9660739521764528,True,0.565608,22,130.9,25,"(0.6, 0.4)",5,0.0,4,5,True,False
313,0.99,0.87,313,1.4253664088046514,True,0.5121964444444445,20,124.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
314,0.99,0.87,314,1.9623050588854027,True,0.406848,23,120.46666666666665,25,"(0.6, 0.4)",5,0.0,4,5,True,False
315,0.99,0.88,315,1.362469641610006,True,0.5623857777777778,24,150.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
316,0.99,0.88,316,1.4003879551024274,True,0.5714853333333334,34,90.3,25,"(0.6, 0.4)",5,0.0,4,5,True,False
317,0.99,0.88,317,1.0813721211624214,True,0.5764355555555556,22,216.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
318,0.99,0.88,318,2.023378523548034,True,0.722792,14,234.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
319,0.99,0.88,319,1.6700320208339492,True,0.6183555555555555,33,213.79999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
320,0.99,0.89,320,1.4347148627146935,True,0.6238808888888889,18,228.39999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
321,0.99,0.89,321,1.1010159630738026,True,0.5212222222222223,20,216.28,25,"(0.6, 0.4)",5,0.0,4,5,True,False
322,0.99,0.89,322,2.083809413717399,True,0.3870728888888889,20,93.46666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
323,0.99,0.89,323,1.0528616360851282,True,0.4224186666666666,13,96.46666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
324,0.99,0.89,324,1.5979958809322592,True,0.497776,19,203.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
325,0.99,0.9,325,1.5542461391354643,True,0.6588862222222223,20,228.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
326,0.99,0.9,326,1.0,True,0.5558728888888889,21,211.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
327,0.99,0.9,327,2.1944535619341967,True,0.5212319999999999,20,223.20000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
328,0.99,0.9,328,1.0,True,0.4256897777777777,16,82.1,25,"(0.6, 0.4)",5,0.0,4,5,True,False
329,0.99,0.9,329,1.1008031888614558,True,0.4324702222222222,20,93.13333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
330,0.99,0.9099999999999999,330,2.994729085059757,True,0.7172275555555556,19,144.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
331,0.99,0.9099999999999999,331,1.0,True,0.6651102222222222,33,247.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
332,0.99,0.9099999999999999,332,1.823478729879182,True,0.61412,21,128.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
333,0.99,0.9099999999999999,333,1.0,True,0.704663111111111,21,110.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
334,0.99,0.9099999999999999,334,2.265316943829612,True,0.5224897777777777,17,119.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
335,0.99,0.9199999999999999,335,1.0,True,0.551056,26,224.73333333333332,25,"(0.6, 0.4)",5,0.0,4,5,True,False
336,0.99,0.9199999999999999,336,1.7302702868478823,True,0.5889937777777777,24,126.26666666666668,25,"(0.6, 0.4)",5,0.0,4,5,True,False
337,0.99,0.9199999999999999,337,2.096359584382173,True,0.6424568888888889,20,252.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
338,0.99,0.9199999999999999,338,1.4369785152456593,True,0.7539244444444444,26,145.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
339,0.99,0.9199999999999999,339,1.0,True,0.7275217777777778,24,140.9,25,"(0.6, 0.4)",5,0.0,4,5,True,False
340,0.99,0.9299999999999999,340,1.0,True,0.6711911111111111,22,130.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
341,0.99,0.9299999999999999,341,2.0715224886760986,True,0.6623342222222222,23,145.9,25,"(0.6, 0.4)",5,0.0,4,5,True,False
342,0.99,0.9299999999999999,342,1.0,True,0.5427191111111112,21,123.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
343,0.99,0.9299999999999999,343,1.1177933056017777,True,0.504,24,148.1,25,"(0.6, 0.4)",5,0.0,4,5,True,False
344,0.99,0.9299999999999999,344,2.278688258488756,True,0.6387128888888889,24,152.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
345,0.99,0.94,345,2.0522394865491003,True,0.494544,17,90.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
346,0.99,0.94,346,1.1631535337092562,True,0.6598764444444444,21,200.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
347,0.99,0.94,347,1.0,True,0.6796639999999999,33,236.06666666666666,25,"(0.6, 0.4)",5,0.0,4,5,True,False
348,0.99,0.94,348,1.5147652044416597,True,0.7544088888888889,22,237.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
349,0.99,0.94,349,1.295338261835518,True,0.599376,18,144.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
350,0.99,0.95,350,1.877217370164404,True,0.6752408888888889,30,252.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
351,0.99,0.95,351,1.5827497465974965,True,0.5819093333333334,23,100.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
352,0.99,0.95,352,1.8307981349655198,True,0.9346,19,309.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
353,0.99,0.95,353,1.3307309209257137,True,0.8555706666666666,46,164.60000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
354,0.99,0.95,354,1.2392059929742771,True,0.7451982222222222,27,165.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
355,0.99,0.96,355,1.5082516720783,True,0.5771075555555555,28,226.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
356,0.99,0.96,356,1.52467238306614,True,0.8979235555555556,31,315.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
357,0.99,0.96,357,2.7946359932961933,True,0.737872,21,246.39999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
358,0.99,0.96,358,3.2221477022077347,True,0.7095822222222222,29,267.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
359,0.99,0.96,359,1.9301988365386804,True,0.5673875555555555,21,126.24,25,"(0.6, 0.4)",5,0.0,4,5,True,False
360,0.99,0.97,360,1.0,True,0.679416,16,242.1,25,"(0.6, 0.4)",5,0.0,4,5,True,False
361,0.99,0.97,361,1.8469437747359732,True,0.6032222222222222,32,231.5,25,"(0.6, 0.4)",5,0.0,4,5,True,False
362,0.99,0.97,362,1.6791794772605342,True,0.6569982222222222,16,241.89999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
363,0.99,0.97,363,1.036241284559729,True,0.7340844444444444,23,157.1,25,"(0.6, 0.4)",5,0.0,4,5,True,False
364,0.99,0.97,364,2.1014048355800194,True,0.6604639999999999,40,235.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
365,0.99,0.98,365,1.7422498072558257,True,0.7245777777777778,30,140.76666666666665,25,"(0.6, 0.4)",5,0.0,4,5,True,False
366,0.99,0.98,366,1.7224440621389516,True,0.775376,18,262.06666666666666,25,"(0.6, 0.4)",5,0.0,4,5,True,False
367,0.99,0.98,367,1.4736004183158564,True,0.5860088888888888,23,159.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
368,0.99,0.98,368,2.3869728171658666,True,0.8897928888888889,26,274.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
369,0.99,0.98,369,2.316386897843252,True,0.8152684444444445,23,122.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
370,0.99,0.99,370,2.4512593645829686,True,0.6517342222222222,21,253.39999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
371,0.99,0.99,371,2.371535200442153,True,0.8748204444444444,44,160.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
372,0.99,0.99,372,1.0,True,0.729536,25,247.95999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
373,0.99,0.99,373,1.705129631199199,True,0.7213377777777777,24,142.3,25,"(0.6, 0.4)",5,0.0,4,5,True,False
374,0.99,0.99,374,1.6112244454571027,True,0.7965679999999999,22,247.29999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
375,1.0,0.85,375,2.034129443399972,True,0.5817102222222222,26,164.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
376,1.0,0.85,376,1.3446034132273437,True,0.4568151111111111,36,115.96666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
377,1.0,0.85,377,1.121080340206891,True,0.415752,17,110.03999999999999,25,"(0.6, 0.4)",5,0.0,4,5,True,False
378,1.0,0.85,378,1.2836957684202588,True,0.4531822222222222,22,116.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
379,1.0,0.85,379,1.0,True,0.275064,18,69.08571428571429,25,"(0.6, 0.4)",5,0.0,4,5,True,False
380,1.0,0.86,380,1.8579539096366746,True,0.43656,17,188.12,25,"(0.6, 0.4)",5,0.0,4,5,True,False
381,1.0,0.86,381,1.8328603699885,True,0.47593688888888885,38,200.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
382,1.0,0.86,382,1.0653599289502391,True,0.457128,28,212.5333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
383,1.0,0.86,383,1.5803789242594615,True,0.31773244444444443,28,106.33333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
384,1.0,0.86,384,1.0,True,0.49230577777777773,23,87.73333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
385,1.0,0.87,385,1.888219728328706,True,0.474408,31,216.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
386,1.0,0.87,386,1.562379812358603,True,0.36374133333333336,27,84.13333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
387,1.0,0.87,387,1.3568260576105116,True,0.43358399999999997,31,111.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
388,1.0,0.87,388,1.0363918212091037,True,0.331144,31,115.43333333333334,25,"(0.6, 0.4)",5,0.0,4,5,True,False
389,1.0,0.87,389,2.042591734098781,True,0.43997866666666663,23,61.19,25,"(0.6, 0.4)",5,0.0,4,5,True,False
390,1.0,0.88,390,1.0,True,0.557032,19,192.66666666666666,25,"(0.6, 0.4)",5,0.0,4,5,True,False
391,1.0,0.88,391,1.8642742341158733,True,0.44829155555555555,31,71.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
392,1.0,0.88,392,2.519383295656917,True,0.3905102222222222,21,63.26666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
393,1.0,0.88,393,1.0,True,0.3772951111111111,22,119.73333333333332,25,"(0.6, 0.4)",5,0.0,4,5,True,False
394,1.0,0.88,394,2.0573052613268006,True,0.6329359999999999,35,225.46666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
395,1.0,0.89,395,1.425075020862757,True,0.600824,30,232.10000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
396,1.0,0.89,396,1.0924830490737467,True,0.6600968888888888,26,231.20000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
397,1.0,0.89,397,3.0834304425618173,True,0.5043946666666667,29,104.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
398,1.0,0.89,398,1.9513036791499783,True,0.5058648888888889,30,229.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
399,1.0,0.89,399,1.6043024464020452,True,0.4399173333333333,19,79.36,25,"(0.6, 0.4)",5,0.0,4,5,True,False
400,1.0,0.9,400,2.3592612763747667,True,0.6637973333333334,21,109.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
401,1.0,0.9,401,2.0286592274998543,True,0.4090853333333333,20,106.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
402,1.0,0.9,402,2.3413514464222738,True,0.49938933333333335,26,103.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
403,1.0,0.9,403,2.4086319495776003,True,0.3567262222222222,25,137.3,25,"(0.6, 0.4)",5,0.0,4,5,True,False
404,1.0,0.9,404,1.0868845341796887,True,0.5723608888888888,31,218.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
405,1.0,0.9099999999999999,405,1.2507661719493468,True,0.531784,20,220.1,25,"(0.6, 0.4)",5,0.0,4,5,True,False
406,1.0,0.9099999999999999,406,1.946750784356976,True,0.5891946666666666,25,92.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
407,1.0,0.9099999999999999,407,1.126811159961808,True,0.5841662222222221,24,216.29999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
408,1.0,0.9099999999999999,408,1.0,True,0.5144871111111111,30,132.26666666666668,25,"(0.6, 0.4)",5,0.0,4,5,True,False
409,1.0,0.9099999999999999,409,1.0843944481208407,True,0.5451182222222222,21,236.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
410,1.0,0.9199999999999999,410,1.1357546944983372,True,0.7170248888888888,27,148.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
411,1.0,0.9199999999999999,411,1.0,True,0.7327297777777777,24,147.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
412,1.0,0.9199999999999999,412,1.8009215847456161,True,0.6842933333333333,21,110.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
413,1.0,0.9199999999999999,413,1.0,True,0.6791022222222223,29,243.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
414,1.0,0.9199999999999999,414,1.7219606090345119,True,0.6152755555555556,31,242.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
415,1.0,0.9299999999999999,415,1.5903412875870813,True,0.6122257777777778,32,135.36666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
416,1.0,0.9299999999999999,416,1.5330179048704087,True,0.61188,24,244.2,25,"(0.6, 0.4)",5,0.0,4,5,True,False
417,1.0,0.9299999999999999,417,2.3884364941650134,True,0.7071057777777777,27,115.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
